DL_bitrate_SMOOTH,PINGAVG_SMOOTH,PINGLOSS_SMOOTH
18295.0,66,0.0
14873.0,66,0.0
11189.4,66,0.0
10992.2,66,0.0
15012.0,66,0.0
18940.0,66,0.0
23077.8,66,0.0
23408.4,66,0.0
23409.0,66,0.0
23491.0,67,0.0
23274.0,67,0.0
22742.0,67,0.0
18253.2,67,0.0
13595.0,67,0.0
10236.6,67,0.0
9540.6,67,0.0
13327.0,67,0.0
17830.8,67,0.0
20458.2,67,0.0
20464.8,67,0.0
20536.2,67,0.0
20452.2,67,0.0
19944.6,67,0.0
18603.2,67,0.0
14627.4,67,0.0
10622.0,67,0.0
14803.0,67,0.0
85267.6,67,0.0
117025.4,67,0.0
162616.0,67,0.0
191642.6,67,0.0
197370.0,67,0.0
193169.8,67,0.0
206115.2,67,0.0
208612.0,67,0.0
216479.6,67,0.0
178993.8,67,0.0
143375.4,67,0.0
101744.2,67,0.0
79046.0,67,0.0
131141.0,67,0.0
168154.8,67,0.0
206597.6,67,0.0
223136.8,67,0.0
209877.0,67,0.0
202837.4,67,0.0
207848.8,67,0.0
166333.8,67,0.0
124405.2,67,0.0
88540.2,67,0.0
60657.0,67,0.0
108552.4,67,0.0
145574.2,67,0.0
188746.2,67,0.0
219577.8,67,0.0
220923.6,67,0.0
211478.6,68,0.0
216979.6,68,0.0
213753.2,68,0.0
171598.6,68,0.0
128495.4,68,0.0
90842.6,68,0.0
73745.4,68,0.0
71935.6,69,0.0
108265.8,69,0.0
144237.4,69,0.0
186426.4,69,0.0
200939.4,69,0.0
206238.2,69,0.0
208788.4,69,0.0
212435.4,69,0.0
183550.4,69,0.0
157713.4,69,0.0
112817.0,69,0.0
110446.0,68,0.0
133417.8,68,0.0
161243.8,68,0.0
204405.0,68,0.0
208578.4,67,0.0
219659.4,67,0.0
217246.4,67,0.0
216311.0,67,0.0
192429.8,67,0.0
148723.2,66,0.0
103926.8,66,0.0
68669.8,66,0.0
86867.8,66,0.0
123410.0,67,0.0
166930.0,67,0.0
200499.8,68,0.0
209291.8,68,0.0
208451.2,69,0.0
214534.6,69,0.0
220807.4,70,0.0
215208.8,70,0.0
172267.8,71,0.0
128721.2,71,0.0
89293.6,72,0.0
61303.0,72,0.0
70233.8,72,0.0
111869.2,71,0.0
157522.0,71,0.0
197063.2,70,0.0
220758.4,70,0.0
224153.4,69,0.0
224531.8,69,0.0
227206.8,68,0.0
226558.0,68,0.0
181060.2,67,0.0
132432.8,67,0.0
92732.2,66,0.0
47143.4,66,0.0
77358.2,67,0.0
109070.4,67,0.0
143384.0,67,0.0
173307.0,68,0.0
181641.8,68,0.0
181617.4,68,0.0
188986.6,69,0.0
185261.8,69,0.0
153845.4,69,0.0
114588.6,70,0.0
74643.8,70,0.0
16307.0,70,0.0
53744.0,70,0.0
93404.8,70,0.0
132588.2,70,0.0
167653.8,70,0.0
199045.2,70,0.0
204162.8,69,0.0
196003.6,69,0.0
156651.8,69,0.0
120547.6,69,0.0
82590.8,69,0.0
54597.2,68,0.0
59129.2,68,0.0
63989.4,67,0.0
84860.0,67,0.0
52411.6,67,0.0
88576.4,67,0.0
131375.0,66,0.0
173314.4,66,0.0
195238.4,66,0.0
188073.2,66,0.0
146368.6,65,0.0
100777.8,65,0.0
69890.6,65,0.0
112372.8,65,0.0
151081.4,65,0.0
193962.8,66,0.0
222708.2,66,0.0
219642.2,66,0.0
205526.6,66,0.0
195825.4,66,0.0
181530.6,67,0.0
136017.6,67,0.0
92010.6,67,0.0
63446.8,67,0.0
52226.0,67,0.0
69743.2,68,0.0
83015.2,68,0.0
82560.6,68,0.0
81057.4,68,0.0
14251.0,68,0.0
28085.4,68,0.0
28085.6,68,0.0
27479.0,68,0.0
28547.0,68,0.0
37578.0,68,0.0
56776.6,68,0.0
77571.2,68,0.0
90158.4,68,0.0
99558.8,68,0.0
93036.6,68,0.0
74426.6,68,0.0
69207.4,68,0.0
73517.0,68,0.0
72565.8,68,0.0
58669.6,68,0.0
44247.0,68,0.0
38514.6,68,0.0
97251.0,67,0.0
143013.0,67,0.0
188693.8,67,0.0
228764.2,67,0.0
235638.6,67,0.0
232101.6,67,0.0
233441.8,67,0.0
222874.0,67,0.0
200160.6,67,0.0
152212.0,67,0.0
111781.4,67,0.0
74524.4,67,0.0
103817.8,67,0.0
150907.0,67,0.0
199536.2,67,0.0
234043.4,67,0.0
227140.4,67,0.0
214954.4,67,0.0
202878.0,67,0.0
184175.4,67,0.0
139822.8,67,0.0
103655.6,67,0.0
74380.2,67,0.0
99992.6,66,0.0
147700.0,66,0.0
192306.4,66,0.0
225935.4,66,0.0
223631.2,66,0.0
215636.4,66,0.0
200940.6,66,0.0
191411.8,66,0.0
173573.0,66,0.0
132018.2,66,0.0
90955.0,66,0.0
59855.2,66,0.0
10091.2,66,0.0
23419.2,66,0.0
64523.2,66,0.0
111294.0,66,0.0
157214.8,67,0.0
183290.2,67,0.0
210666.0,67,0.0
210738.6,67,0.0
203503.0,67,0.0
194943.2,68,0.0
164774.8,68,0.0
84072.4,68,0.0
60247.2,68,0.0
40883.6,69,0.0
75872.6,69,0.0
125148.2,69,0.0
170323.8,69,0.0
185922.2,69,0.0
205143.8,69,0.0
211185.6,69,0.0
203197.0,69,0.0
164179.6,69,0.0
138295.4,69,0.0
97386.6,69,0.0
59831.6,69,0.0
18265.0,69,0.0
14551.8,69,0.0
17903.6,69,0.0
18236.8,68,0.0
18295.4,68,0.0
18522.6,68,0.0
18614.2,68,0.0
22689.2,68,0.0
18880.2,67,0.0
15338.0,67,0.0
13144.6,67,0.0
34382.6,67,0.0
100333.2,67,0.0
132219.6,67,0.0
165080.4,67,0.0
172681.8,67,0.0
172556.6,67,0.0
167250.6,67,0.0
167865.4,67,0.0
165879.2,67,0.0
133325.2,67,0.0
97742.8,67,0.0
67018.6,67,0.0
47502.4,67,0.0
71089.4,68,0.0
111747.8,68,0.0
159721.4,68,0.0
195922.4,68,0.0
204932.6,68,0.0
226470.2,68,0.0
230656.8,68,0.0
224543.8,68,0.0
219254.4,68,0.0
174755.8,68,0.0
89031.4,68,0.0
54411.0,68,0.0
103451.4,68,0.0
150048.0,68,0.0
199546.0,68,0.0
230558.2,68,0.0
236227.4,68,0.0
236353.0,67,0.0
234378.8,67,0.0
228578.6,67,0.0
194992.8,67,0.0
158378.8,67,0.0
109599.2,67,0.0
57588.4,67,0.0
81255.2,67,0.0
104763.4,67,0.0
140066.6,67,0.0
165664.2,67,0.0
173326.6,67,0.0
175648.8,67,0.0
181191.8,67,0.0
150177.4,67,0.0
120232.0,67,0.0
84449.2,67,0.0
89789.8,67,0.0
93271.8,68,0.0
124231.6,68,0.0
160495.2,68,0.0
205872.4,68,0.0
200246.6,68,0.0
201973.8,68,0.0
214671.0,68,0.0
223647.4,68,0.0
210720.4,68,0.0
208043.8,68,0.0
164022.6,68,0.0
162049.2,68,0.0
169283.4,69,0.0
172753.2,69,0.0
195793.4,69,0.0
170129.6,69,0.0
143351.4,69,0.0
123319.8,69,0.0
105338.0,69,0.0
88034.8,69,0.0
73143.2,69,0.0
51598.0,69,0.0
50408.8,69,0.0
122886.2,69,0.0
146405.2,68,0.0
185182.8,68,0.0
201008.0,68,0.0
187737.8,68,0.0
177490.8,67,0.0
185070.4,67,0.0
153631.0,67,0.0
124818.0,67,0.0
88296.6,66,0.0
54564.8,66,0.0
17496.6,65,0.0
13793.0,65,0.0
17309.2,65,0.0
18590.4,65,0.0
19006.0,65,0.0
18967.0,65,0.0
21431.4,65,0.0
25126.8,65,0.0
21543.6,65,0.0
17879.2,65,0.0
15735.4,65,0.0
14013.4,65,0.0
23314.8,65,0.0
68911.2,65,0.0
112235.6,65,0.0
149425.8,65,0.0
188983.2,65,0.0
213883.4,65,0.0
212318.0,65,0.0
210129.0,65,0.0
169349.6,65,0.0
125828.8,65,0.0
89664.4,65,0.0
10916.0,66,0.0
14106.2,66,0.0
17394.6,66,0.0
20398.0,66,0.0
23375.6,66,0.0
38946.0,66,0.0
62599.4,66,0.0
85170.0,66,0.0
81185.4,66,0.0
