DL_bitrate,PINGAVG_SMOOTH,PINGLOSS_SMOOTH
63,76,0.0
50,75,0.0
50,71,0.0
50,70,0.0
20568,68,0.0
22021,66,0.0
22064,66,0.0
20854,66,0.0
21208,66,0.0
21882,66,0.0
21508,66,0.0
21777,66,0.0
21536,66,0.0
4772,66,0.0
4772,66,0.0
20791,66,0.0
23288,66,0.0
23119,66,0.0
24412,66,0.0
23779,66,0.0
22444,67,0.0
23291,67,0.0
23529,67,0.0
23327,67,0.0
21119,67,0.0
50,67,0.0
50,67,0.0
19847,67,0.0
19671,67,0.0
20380,67,0.0
22519,67,0.0
19874,67,0.0
19880,67,0.0
20028,67,0.0
19960,67,0.0
19981,67,0.0
13167,67,0.0
50,67,0.0
40865,67,0.0
172585,67,0.0
212886,67,0.0
158790,67,0.0
227954,67,0.0
185998,67,0.0
201222,67,0.0
191885,67,0.0
223517,67,0.0
240438,67,0.0
225336,67,0.0
13793,67,0.0
13793,67,0.0
126947,67,0.0
253265,67,0.0
246339,67,0.0
198862,67,0.0
207575,67,0.0
209643,67,0.0
186966,67,0.0
211141,67,0.0
223919,67,0.0
50,67,0.0
7641,67,0.0
71736,67,0.0
223908,67,0.0
239477,67,0.0
185109,67,0.0
223501,67,0.0
225894,68,0.0
230637,68,0.0
192252,68,0.0
212614,68,0.0
207369,68,0.0
15121,68,0.0
15121,68,0.0
3988,69,0.0
127128,69,0.0
198320,69,0.0
196772,69,0.0
194979,69,0.0
214933,69,0.0
199693,69,0.0
224814,69,0.0
209523,69,0.0
213214,69,0.0
70508,69,0.0
70508,68,0.0
197668,68,0.0
168579,68,0.0
230002,68,0.0
209638,67,0.0
216138,67,0.0
218535,67,0.0
223984,67,0.0
217937,67,0.0
204961,66,0.0
96732,66,0.0
50,66,0.0
41652,66,0.0
170746,67,0.0
221937,67,0.0
182713,68,0.0
217602,68,0.0
209501,69,0.0
214706,69,0.0
217734,70,0.0
213130,70,0.0
248966,71,0.0
181508,71,0.0
50,72,0.0
50,72,0.0
15992,72,0.0
109013,71,0.0
226162,71,0.0
208178,70,0.0
228265,70,0.0
213698,69,0.0
227489,69,0.0
243137,68,0.0
210070,68,0.0
241640,67,0.0
210454,67,0.0
50,66,0.0
50,66,0.0
13696,67,0.0
160839,67,0.0
200689,67,0.0
158561,68,0.0
183135,68,0.0
163311,68,0.0
202513,69,0.0
200567,69,0.0
195407,69,0.0
164511,70,0.0
6229,70,0.0
843,70,0.0
5194,70,0.0
63040,70,0.0
193414,70,0.0
204533,70,0.0
196760,70,0.0
180522,69,0.0
219997,69,0.0
219002,69,0.0
163737,69,0.0
50,69,0.0
30213,68,0.0
206570,68,0.0
36201,67,0.0
22661,67,0.0
24302,67,0.0
134566,67,0.0
44328,66,0.0
217025,66,0.0
236654,66,0.0
233999,66,0.0
244186,65,0.0
8502,65,0.0
8700,65,0.0
86111,65,0.0
237638,65,0.0
220913,66,0.0
202045,66,0.0
223107,66,0.0
229838,66,0.0
222308,66,0.0
150335,67,0.0
153539,67,0.0
151633,67,0.0
2273,67,0.0
2273,67,0.0
7516,68,0.0
97435,68,0.0
239219,68,0.0
68633,68,0.0
3034,68,0.0
11282,68,0.0
56939,68,0.0
69172,68,0.0
50,68,0.0
50,68,0.0
16622,68,0.0
102094,68,0.0
165165,68,0.0
103974,68,0.0
62937,68,0.0
63624,68,0.0
69483,68,0.0
72115,68,0.0
77878,68,0.0
84485,68,0.0
58868,68,0.0
50,68,0.0
49216,67,0.0
211284,67,0.0
225751,67,0.0
228812,67,0.0
228406,67,0.0
249568,67,0.0
245656,67,0.0
208066,67,0.0
235513,67,0.0
175567,67,0.0
136001,67,0.0
5913,67,0.0
49228,67,0.0
215352,67,0.0
242683,67,0.0
241359,67,0.0
249059,67,0.0
221764,67,0.0
180837,67,0.0
181753,67,0.0
180977,67,0.0
155546,67,0.0
50,67,0.0
35376,66,0.0
219295,66,0.0
245290,66,0.0
238538,66,0.0
223033,66,0.0
203521,66,0.0
207774,66,0.0
205316,66,0.0
165059,66,0.0
175389,66,0.0
114327,66,0.0
50,66,0.0
9560,66,0.0
20431,66,0.0
20465,66,0.0
66640,66,0.0
205520,67,0.0
243414,67,0.0
250035,67,0.0
150842,67,0.0
203519,67,0.0
205883,68,0.0
207236,68,0.0
50,68,0.0
50,68,0.0
5890,69,0.0
88110,69,0.0
110418,69,0.0
174945,69,0.0
246378,69,0.0
231768,69,0.0
166102,69,0.0
206526,69,0.0
205154,69,0.0
206435,69,0.0
36681,69,0.0
36681,69,0.0
17379,69,0.0
17418,69,0.0
17865,69,0.0
18115,68,0.0
18741,68,0.0
19045,68,0.0
17711,68,0.0
19001,68,0.0
18573,67,0.0
39116,67,0.0
50,67,0.0
50,67,0.0
124763,67,0.0
178538,67,0.0
190331,67,0.0
159432,67,0.0
172338,67,0.0
162770,67,0.0
177912,67,0.0
163801,67,0.0
162506,67,0.0
162407,67,0.0
50,67,0.0
50,67,0.0
64925,68,0.0
177442,68,0.0
102900,68,0.0
203292,68,0.0
250048,68,0.0
245930,68,0.0
222493,68,0.0
210588,68,0.0
224225,68,0.0
219483,68,0.0
50,68,0.0
6191,68,0.0
62004,68,0.0
203860,68,0.0
245202,68,0.0
232983,68,0.0
253681,68,0.0
217065,67,0.0
232206,67,0.0
245830,67,0.0
223112,67,0.0
224680,67,0.0
49136,67,0.0
1932,67,0.0
45115,67,0.0
142623,67,0.0
167470,67,0.0
166677,67,0.0
178448,67,0.0
173103,67,0.0
180935,67,0.0
179081,67,0.0
194392,67,0.0
23376,67,0.0
23376,67,0.0
2021,68,0.0
205784,68,0.0
211802,68,0.0
178175,68,0.0
204694,68,0.0
228907,68,0.0
177655,68,0.0
220438,68,0.0
241661,68,0.0
249576,68,0.0
164272,68,0.0
164272,68,0.0
231794,69,0.0
