DL_bitrate,PINGAVG_SMOOTH,PINGLOSS_SMOOTH
207,93,9.3
50,91,8.0
50,90,6.7
50,87,4.0
50,85,2.7
50,83,0.0
50,81,0.0
9426,79,0.0
8819,78,0.0
3233,77,0.0
20705,76,0.0
19509,75,0.0
24990,73,0.0
81220,72,0.0
81760,71,0.0
91193,70,0.0
107058,69,0.0
71667,68,0.0
50,67,0.0
17331,66,0.0
29663,66,0.0
95001,67,0.0
101647,67,0.0
180855,67,0.0
154803,67,0.0
92803,67,0.0
98844,68,0.0
104863,68,0.0
110481,68,0.0
5489,68,0.0
5489,68,0.0
1753,68,0.0
28055,68,0.0
19483,68,0.0
70535,68,0.0
72331,68,0.0
104252,68,0.0
42653,68,0.0
135437,68,0.0
174276,68,0.0
142323,68,0.0
96379,68,0.0
96379,68,0.0
19186,68,0.0
20866,68,0.0
19743,68,0.0
20771,68,0.0
21663,68,0.0
20925,68,0.0
20697,68,0.0
20409,68,0.0
18775,68,0.0
10020,68,0.0
50,68,0.0
22257,67,0.0
25671,67,0.0
24748,67,0.0
26002,67,0.0
23841,67,0.0
27278,67,0.0
25156,66,0.0
20710,66,0.0
27521,66,0.0
140924,66,0.0
31393,66,0.0
31393,66,0.0
32119,66,0.0
31281,66,0.0
29809,66,0.0
31927,66,0.0
32145,66,0.0
31856,66,0.0
16710,66,0.0
19115,66,0.0
31821,66,0.0
19066,66,0.0
19066,67,0.0
18470,67,0.0
60107,68,0.0
189814,68,0.0
128490,68,0.0
136160,68,0.0
142345,69,0.0
138435,69,0.0
151125,69,0.0
147840,69,0.0
158001,70,0.0
97928,70,0.0
97928,70,0.0
33670,70,0.0
148420,70,0.0
189583,70,0.0
170777,70,0.0
141296,69,0.0
151007,69,0.0
164238,69,0.0
172273,69,0.0
166819,69,0.0
152511,68,0.0
109424,68,0.0
4470,68,0.0
18081,72,2.7
127577,75,4.0
205109,77,5.3
110115,80,6.7
179944,82,8.0
188312,84,9.3
178723,87,10.7
171979,89,12.0
153891,92,13.3
140226,94,14.7
30540,96,16.0
30540,99,17.3
20676,98,17.3
117959,96,16.0
75282,93,14.7
88540,91,13.3
77496,88,12.0
63083,86,10.7
64258,83,9.3
77641,78,6.7
86408,76,5.3
99144,73,4.0
52342,71,2.7
50,68,1.3
94808,66,0.0
168634,66,0.0
229791,66,0.0
253839,66,0.0
269927,66,0.0
213490,66,0.0
205823,66,0.0
183850,66,0.0
176461,66,0.0
138917,66,0.0
136041,66,0.0
5563,66,0.0
5563,66,0.0
22261,66,0.0
20083,66,0.0
31093,66,0.0
106250,66,0.0
107032,66,0.0
106975,66,0.0
113486,66,0.0
110772,66,0.0
123458,66,0.0
218559,66,0.0
3107,66,0.0
3107,66,0.0
28571,66,0.0
34271,66,0.0
67525,66,0.0
70619,66,0.0
76922,66,0.0
81917,66,0.0
88697,67,0.0
85913,67,0.0
91525,67,0.0
58845,67,0.0
21016,67,0.0
21016,67,0.0
629,74,0.0
12813,80,0.0
17536,87,0.0
19767,93,0.0
11806,99,0.0
17291,106,0.0
15761,112,0.0
8755,118,0.0
19033,125,0.0
19416,131,0.0
14559,144,0.0
50,150,0.0
9880,156,0.0
16117,150,0.0
17290,143,0.0
18469,137,0.0
19030,130,0.0
19779,117,0.0
21734,111,0.0
140494,104,0.0
276344,98,0.0
310495,91,0.0
240439,85,0.0
50,78,0.0
11075,66,0.0
40644,66,0.0
180030,66,0.0
150102,66,0.0
178889,66,0.0
196635,66,0.0
119119,66,0.0
117281,66,0.0
127465,66,0.0
171953,66,0.0
56400,66,0.0
56400,66,0.0
23312,66,0.0
24499,66,0.0
22625,66,0.0
23940,66,0.0
19772,66,0.0
20791,66,0.0
33735,66,0.0
172903,66,0.0
208609,66,0.0
71434,66,0.0
50,66,0.0
19415,66,0.0
21789,66,0.0
22068,66,0.0
20687,66,0.0
20687,67,0.0
20177,67,0.0
18773,67,0.0
21420,67,0.0
18962,67,0.0
20918,68,0.0
21896,68,0.0
55552,68,0.0
1861,68,0.0
1861,69,0.0
6022,69,0.0
8616,69,0.0
20922,70,0.0
12033,70,0.0
17399,71,0.0
17954,71,0.0
10942,71,0.0
32060,72,0.0
65053,72,0.0
86199,73,0.0
99488,73,0.0
50,73,0.0
10514,73,0.0
22321,73,0.0
20962,72,0.0
49498,72,0.0
145866,71,0.0
113438,71,0.0
9589,70,0.0
4892,70,0.0
8226,69,0.0
27133,69,0.0
42308,68,0.0
18761,68,0.0
18761,68,0.0
333,68,0.0
23713,68,0.0
31824,68,0.0
43250,68,0.0
37530,68,0.0
135633,68,0.0
159238,69,0.0
156712,69,0.0
145398,69,0.0
144333,69,0.0
84195,69,0.0
50,69,0.0
9284,70,0.0
42395,79,0.0
69377,83,0.0
85522,88,0.0
42588,92,0.0
93076,97,0.0
139426,106,0.0
118664,110,0.0
99600,115,0.0
74677,119,0.0
34412,124,0.0
40263,128,0.0
40263,138,0.0
12230,138,0.0
2425,138,0.0
2718,138,0.0
13805,138,0.0
40593,134,0.0
13986,131,0.0
12577,128,0.0
2873,125,0.0
2178,122,0.0
50,115,0.0
