DL_bitrate,PINGAVG_SMOOTH,PINGLOSS_SMOOTH
50,67,0.0
50,67,0.0
50,68,0.0
50,68,0.0
50,68,0.0
28357,67,0.0
189616,67,0.0
265450,67,0.0
271578,67,0.0
241673,67,0.0
258397,67,0.0
251158,67,0.0
232907,67,0.0
213063,67,0.0
221450,67,0.0
205918,67,0.0
2460,67,0.0
10107,66,0.0
19584,66,0.0
21038,66,0.0
20859,66,0.0
18113,66,0.0
19639,66,0.0
21544,66,0.0
86819,65,0.0
94855,65,0.0
163044,65,0.0
189388,65,0.0
10835,65,0.0
10835,65,0.0
201742,65,0.0
214095,66,0.0
195081,66,0.0
69295,66,0.0
88008,66,0.0
74835,67,0.0
185658,67,0.0
159373,67,0.0
170296,67,0.0
55635,68,0.0
55635,68,0.0
15546,68,0.0
14854,68,0.0
18730,68,0.0
20731,68,0.0
13401,67,0.0
75319,67,0.0
222349,67,0.0
231340,67,0.0
226878,67,0.0
213020,66,0.0
247708,66,0.0
50,66,0.0
8851,66,0.0
15676,66,0.0
19557,66,0.0
13838,66,0.0
16713,66,0.0
21328,66,0.0
23128,66,0.0
22714,66,0.0
84779,66,0.0
84779,66,0.0
213904,66,0.0
231012,66,0.0
2084,66,0.0
8418,66,0.0
23686,66,0.0
25275,66,0.0
105567,66,0.0
120799,66,0.0
106462,66,0.0
107980,66,0.0
101905,66,0.0
86717,66,0.0
159440,66,0.0
60978,66,0.0
60978,66,0.0
20348,66,0.0
55694,66,0.0
144022,66,0.0
223527,66,0.0
240017,66,0.0
207309,66,0.0
261862,66,0.0
268007,66,0.0
248253,66,0.0
245881,66,0.0
197284,66,0.0
50,66,0.0
22209,66,0.0
96920,66,0.0
224729,66,0.0
296930,66,0.0
310134,66,0.0
327970,66,0.0
243975,66,0.0
334705,66,0.0
326388,66,0.0
199638,66,0.0
82177,66,0.0
82177,66,0.0
277729,66,0.0
244693,66,0.0
236910,66,0.0
207271,66,0.0
194391,66,0.0
220088,66,0.0
184152,66,0.0
175362,66,0.0
213841,66,0.0
169634,66,0.0
137965,66,0.0
50,66,0.0
50,66,0.0
196766,66,0.0
229810,66,0.0
225498,66,0.0
272332,66,0.0
226451,66,0.0
208171,66,0.0
206614,66,0.0
224310,66,0.0
228532,66,0.0
14621,66,0.0
4137,66,0.0
311303,66,0.0
270348,66,0.0
249031,66,0.0
166978,66,0.0
201363,66,0.0
160636,66,0.0
185565,66,0.0
185806,66,0.0
184734,66,0.0
191820,66,0.0
155304,66,0.0
6828,66,0.0
209871,66,0.0
266550,66,0.0
270419,66,0.0
283773,66,0.0
244851,66,0.0
235634,66,0.0
251066,66,0.0
273214,66,0.0
254726,66,0.0
222376,66,0.0
252402,66,0.0
50,66,0.0
50,66,0.0
192184,66,0.0
